"","ID","WA_or_IG","Control_Treatment","Politics","gender","age","Education","News_conso_W1","IG_News_conso_W1","WA_News_conso_W1","informed_News_W1","informed_POL_W1","interest_News_W1","interest_POL_W1","Type_MEDIA_W1","NOTIF_W1","Trust_News_W1","News_conso_W2","IG_News_conso_W2","WA_News_conso_W2","informed_News_W2","informed_POL_W2","interest_News_W2","interest_POL_W2","Type_MEDIA_W2","NOTIF_W2","Trust_News_W2","Efficacy_W1","Efficacy_W2","SM_use_W2","Total_Knowledge_W2","Total_Knowledge_W1","Total_FALSE_BELIEF_W2","Total_FALSE_BELIEF_W1","Total_TRUE_BELIEF_W2","Total_TRUE_BELIEF_W1","Total_TRUE_AWARE_W2","Total_TRUE_AWARE_W1","PLACEBO_awareness","right_W1","right_W2","left_W1","left_W2","Ukraine_W1","Ukraine_W2","Russia_W1","Russia_W2","Palestine_W1","Palestine_W2","EU_W1","EU_W2","Isreal_W1","Isreal_W2","Center_W1","Center_W2","Merged_Url_1","Merged_Url_2","EndDate_W1","EndDate_W2","Follow_1","Notif_1","Follow_2","Notif_2","BOTH","Day_W1","Day_W2","Diff_Day","Total_TRUE_BELIEF_W2_mean","Total_FALSE_BELIEF_W2_mean","SM_MAIN_W1","SM_MAIN_W2","notifications_perfect","notifications_at_least_one","screenshots_at_least_one","Total_DISCERN_W2","Total_DISCERN_W1","Wave","false_aware"
"4024",269674086434855,"IG","Control","1",1,32,2,5,1,1,4,3,3,3,3,0,4,6,2,1,3,3,3,3,3,0,3,6,5,1,1,1,15,7,20,10,1,1,0,80,75,25,20,59,50,15,5,56,39,91,90,49,35,55,50,"https://ipz.qualtrics.com/Q/File.php?F=F_QgLK5M4Mr3m7wit","https://ipz.qualtrics.com/Q/File.php?F=F_1q8KqDzScyaol5T",2024-03-02 08:21:36,2024-03-15 20:53:10,1,0,1,0,1,"02","15",13,2.85714285714286,3.75,0,0,0,0,1,5,3,"2",0
"4025",269674086435881,"WA","Control","5",2,62,4,6,1,1,4,4,5,5,2,0,3,6,1,1,5,5,8,5,3,0,3,10,10,1,5,3,14,10,45,15,5,2,0,55,25,10,1,70,25,50,50,70,60,45,70,50,25,50,25,"https://ipz.qualtrics.com/Q/File.php?F=F_T4KPQVAuER99zKF","https://ipz.qualtrics.com/Q/File.php?F=F_ZF6LYrNlb6TaaQx",2024-03-03 18:41:01,2024-03-19 16:54:16,1,1,1,1,1,"03","19",16,6.42857142857143,3.5,0,0,1,1,1,31,5,"1",1
"4026",269674086435881,"WA","Control","5",2,62,4,6,1,1,4,4,5,5,2,0,3,6,1,1,5,5,8,5,3,0,3,10,10,1,5,3,14,10,45,15,5,2,0,55,25,10,1,70,25,50,50,70,60,45,70,50,25,50,25,"https://ipz.qualtrics.com/Q/File.php?F=F_T4KPQVAuER99zKF","https://ipz.qualtrics.com/Q/File.php?F=F_ZF6LYrNlb6TaaQx",2024-03-03 18:41:01,2024-03-19 16:54:16,1,1,1,1,1,"03","19",16,6.42857142857143,3.5,0,0,1,1,1,31,5,"2",3
"4027",269674086436921,"WA","Treatment","8",1,41,2,1,1,1,2,2,3,1,1,0,3,1,1,1,2,1,8,1,1,0,3,6,5,1,0,0,30,14,40,13,1,1,0,44,2,0,0,50,52,50,1,50,56,50,79,50,54,50,73,"https://ipz.qualtrics.com/Q/File.php?F=F_1o8aJg89hPMulxX","https://ipz.qualtrics.com/Q/File.php?F=F_OwCsX4TaVyPuXKN",2024-03-01 16:26:55,2024-03-15 22:28:40,1,1,1,1,1,"01","15",14,5.71428571428571,7.5,1,1,1,1,1,10,-1,"1",0
"4028",269674086436921,"WA","Treatment","8",1,41,2,1,1,1,2,2,3,1,1,0,3,1,1,1,2,1,8,1,1,0,3,6,5,1,0,0,30,14,40,13,1,1,0,44,2,0,0,50,52,50,1,50,56,50,79,50,54,50,73,"https://ipz.qualtrics.com/Q/File.php?F=F_1o8aJg89hPMulxX","https://ipz.qualtrics.com/Q/File.php?F=F_OwCsX4TaVyPuXKN",2024-03-01 16:26:55,2024-03-15 22:28:40,1,1,1,1,1,"01","15",14,5.71428571428571,7.5,1,1,1,1,1,10,-1,"2",0
"4029",269674086436922,"WA","Treatment","2",2,49,2,7,5,1,5,5,5,5,2,1,4,7,1,5,5,5,5,5,2,1,4,8,8,1,3,1,9,3,39,14,3,1,0,50,26,1,2,85,80,3,6,9,24,43,60,17,7,76,75,"https://ipz.qualtrics.com/Q/File.php?F=F_28H8cUCIz6FdQpg","https://ipz.qualtrics.com/Q/File.php?F=F_1Fb0s8zpgaYi7Rn",2024-03-02 14:23:58,2024-03-16 13:37:04,1,1,1,1,1,"02","16",14,5.57142857142857,2.25,0,0,1,1,1,30,11,"1",0
"4030",269674086436922,"WA","Treatment","2",2,49,2,7,5,1,5,5,5,5,2,1,4,7,1,5,5,5,5,5,2,1,4,8,8,1,3,1,9,3,39,14,3,1,0,50,26,1,2,85,80,3,6,9,24,43,60,17,7,76,75,"https://ipz.qualtrics.com/Q/File.php?F=F_28H8cUCIz6FdQpg","https://ipz.qualtrics.com/Q/File.php?F=F_1Fb0s8zpgaYi7Rn",2024-03-02 14:23:58,2024-03-16 13:37:04,1,1,1,1,1,"02","16",14,5.57142857142857,2.25,0,0,1,1,1,30,11,"2",0
"4031",269674086436928,"IG","Control","6",1,22,3,3,2,1,3,4,3,3,5,0,3,3,2,1,3,3,2,3,1,0,3,6,7,5,2,1,9,5,34,11,3,1,0,0,0,0,0,90,87,16,43,100,100,75,73,0,0,22,51,"https://ipz.qualtrics.com/Q/File.php?F=F_pDZ8IiaFC2B4ju1","https://ipz.qualtrics.com/Q/File.php?F=F_ZwRXe2Tf2CwiuhX",2024-03-01 15:31:43,2024-03-15 17:04:14,1,0,1,0,1,"01","15",14,4.85714285714286,2.25,0,1,0,0,1,25,6,"1",2
"4032",269674086436928,"IG","Control","6",1,22,3,3,2,1,3,4,3,3,5,0,3,3,2,1,3,3,2,3,1,0,3,6,7,5,2,1,9,5,34,11,3,1,0,0,0,0,0,90,87,16,43,100,100,75,73,0,0,22,51,"https://ipz.qualtrics.com/Q/File.php?F=F_pDZ8IiaFC2B4ju1","https://ipz.qualtrics.com/Q/File.php?F=F_ZwRXe2Tf2CwiuhX",2024-03-01 15:31:43,2024-03-15 17:04:14,1,0,1,0,1,"01","15",14,4.85714285714286,2.25,0,1,0,0,1,25,6,"2",4
"4033",269674086439007,"WA","Treatment","1",2,57,4,6,1,3,4,4,5,5,3,0,4,6,2,3,4,4,5,5,3,1,4,7,8,4,4,1,14,7,31,10,5,1,0,82,77,10,9,80,77,20,23,75,48,85,76,75,50,68,62,"https://ipz.qualtrics.com/Q/File.php?F=F_12G7p9wQ8jqzStF","https://ipz.qualtrics.com/Q/File.php?F=F_OBZLfYEEn4Z8K89",2024-03-01 14:29:39,2024-03-15 20:09:03,1,1,1,1,1,"01","15",14,4.42857142857143,3.5,0,0,1,1,1,17,3,"1",1
"4034",269674086439007,"WA","Treatment","1",2,57,4,6,1,3,4,4,5,5,3,0,4,6,2,3,4,4,5,5,3,1,4,7,8,4,4,1,14,7,31,10,5,1,0,82,77,10,9,80,77,20,23,75,48,85,76,75,50,68,62,"https://ipz.qualtrics.com/Q/File.php?F=F_12G7p9wQ8jqzStF","https://ipz.qualtrics.com/Q/File.php?F=F_OBZLfYEEn4Z8K89",2024-03-01 14:29:39,2024-03-15 20:09:03,1,1,1,1,1,"01","15",14,4.42857142857143,3.5,0,0,1,1,1,17,3,"2",2
"4035",269674086441078,"WA","Control","5",1,34,4,6,4,1,5,5,5,5,5,0,4,6,4,1,4,4,5,5,5,0,4,8,8,2,6,2,9,5,39,13,5,1,0,5,0,0,0,69,72,4,12,52,71,53,46,51,42,15,6,"https://ipz.qualtrics.com/Q/File.php?F=F_1dn9LshTh6LOOhH","https://ipz.qualtrics.com/Q/File.php?F=F_3ELUvL7yIiQYW6e",2024-03-01 13:54:28,2024-03-15 18:04:01,1,0,1,0,1,"01","15",14,5.57142857142857,2.25,0,0,0,0,1,30,8,"1",1
"4036",269674086441078,"WA","Control","5",1,34,4,6,4,1,5,5,5,5,5,0,4,6,4,1,4,4,5,5,5,0,4,8,8,2,6,2,9,5,39,13,5,1,0,5,0,0,0,69,72,4,12,52,71,53,46,51,42,15,6,"https://ipz.qualtrics.com/Q/File.php?F=F_1dn9LshTh6LOOhH","https://ipz.qualtrics.com/Q/File.php?F=F_3ELUvL7yIiQYW6e",2024-03-01 13:54:28,2024-03-15 18:04:01,1,0,1,0,1,"01","15",14,5.57142857142857,2.25,0,0,0,0,1,30,8,"2",3
"4037",269674086443152,"IG","Treatment","7",1,40,3,4,4,4,3,2,5,3,2,1,3,6,3,4,3,2,8,2,1,1,5,6,5,3,1,1,16,7,34,10,3,1,0,10,11,0,0,5,0,0,0,1,20,49,55,80,80,49,35,"https://ipz.qualtrics.com/Q/File.php?F=F_2ccLPlySNFMDGNR","https://ipz.qualtrics.com/Q/File.php?F=F_3rHBnb5C9cq1LNs",2024-03-01 20:47:43,2024-03-15 20:06:23,1,0,1,0,1,"01","15",14,4.85714285714286,4,0,1,0,0,1,18,3,"1",0
"4038",269674086443152,"IG","Treatment","7",1,40,3,4,4,4,3,2,5,3,2,1,3,6,3,4,3,2,8,2,1,1,5,6,5,3,1,1,16,7,34,10,3,1,0,10,11,0,0,5,0,0,0,1,20,49,55,80,80,49,35,"https://ipz.qualtrics.com/Q/File.php?F=F_2ccLPlySNFMDGNR","https://ipz.qualtrics.com/Q/File.php?F=F_3rHBnb5C9cq1LNs",2024-03-01 20:47:43,2024-03-15 20:06:23,1,0,1,0,1,"01","15",14,4.85714285714286,4,0,1,0,0,1,18,3,"2",0
"4039",269674086443153,"WA","Control","6",2,37,3,8,4,5,5,5,6,5,5,1,3,7,4,5,5,4,5,5,6,1,3,6,7,1,6,2,7,3,47,14,6,2,0,40,40,0,0,60,60,0,0,20,40,50,50,20,60,16,35,"https://ipz.qualtrics.com/Q/File.php?F=F_1QAgt3iJa0vSDEU","https://ipz.qualtrics.com/Q/File.php?F=F_1FhQyfi4x4H4tCC",2024-03-01 15:46:24,2024-03-15 19:11:46,1,1,1,1,1,"01","15",14,6.71428571428571,1.75,0,0,1,1,1,40,11,"1",0
"4040",269674086443153,"WA","Control","6",2,37,3,8,4,5,5,5,6,5,5,1,3,7,4,5,5,4,5,5,6,1,3,6,7,1,6,2,7,3,47,14,6,2,0,40,40,0,0,60,60,0,0,20,40,50,50,20,60,16,35,"https://ipz.qualtrics.com/Q/File.php?F=F_1QAgt3iJa0vSDEU","https://ipz.qualtrics.com/Q/File.php?F=F_1FhQyfi4x4H4tCC",2024-03-01 15:46:24,2024-03-15 19:11:46,1,1,1,1,1,"01","15",14,6.71428571428571,1.75,0,0,1,1,1,40,11,"2",0
"4041",269674086443163,"IG","Treatment","2",1,33,4,8,6,6,4,4,5,5,1,1,4,5,4,4,2,4,2,2,3,1,2,6,7,1,2,2,24,11,25,8,1,1,0,49,40,0,0,0,0,0,0,75,100,81,64,0,0,63,21,"https://ipz.qualtrics.com/Q/File.php?F=F_3oF0zmtZW4SVkwV","https://ipz.qualtrics.com/Q/File.php?F=F_2CoZJbfeOYTOZ1t",2024-03-02 10:48:05,2024-03-19 22:42:10,1,1,1,1,1,"02","19",17,3.57142857142857,6,1,0,1,1,1,1,-3,"1",1
"4042",269674086443163,"IG","Treatment","2",1,33,4,8,6,6,4,4,5,5,1,1,4,5,4,4,2,4,2,2,3,1,2,6,7,1,2,2,24,11,25,8,1,1,0,49,40,0,0,0,0,0,0,75,100,81,64,0,0,63,21,"https://ipz.qualtrics.com/Q/File.php?F=F_3oF0zmtZW4SVkwV","https://ipz.qualtrics.com/Q/File.php?F=F_2CoZJbfeOYTOZ1t",2024-03-02 10:48:05,2024-03-19 22:42:10,1,1,1,1,1,"02","19",17,3.57142857142857,6,1,0,1,1,1,1,-3,"2",1
"4043",269674086445224,"IG","Treatment","1",2,37,4,7,6,6,5,4,8,8,1,1,3,8,6,6,5,5,5,5,1,1,4,7,8,1,3,1,12,6,26,9,3,1,1,75,100,30,0,8,11,9,6,20,16,3,11,12,8,5,0,"https://ipz.qualtrics.com/Q/File.php?F=F_21tcS64k3GuoslO","https://ipz.qualtrics.com/Q/File.php?F=F_301w7b7sjUj5DEz",2024-03-02 13:11:54,2024-03-16 07:14:41,1,0,1,0,1,"02","16",14,3.71428571428571,3,1,1,0,0,1,14,3,"1",0
"4044",269674086445224,"IG","Treatment","1",2,37,4,7,6,6,5,4,8,8,1,1,3,8,6,6,5,5,5,5,1,1,4,7,8,1,3,1,12,6,26,9,3,1,1,75,100,30,0,8,11,9,6,20,16,3,11,12,8,5,0,"https://ipz.qualtrics.com/Q/File.php?F=F_21tcS64k3GuoslO","https://ipz.qualtrics.com/Q/File.php?F=F_301w7b7sjUj5DEz",2024-03-02 13:11:54,2024-03-16 07:14:41,1,0,1,0,1,"02","16",14,3.71428571428571,3,1,1,0,0,1,14,3,"2",2
"4045",269674086448343,"WA","Control","4",2,26,3,7,4,3,4,3,5,8,1,0,3,7,4,3,4,4,5,8,5,1,4,7,6,1,1,0,7,5,31,12,4,1,0,62,44,0,0,3,16,0,0,13,2,49,42,11,8,56,21,"https://ipz.qualtrics.com/Q/File.php?F=F_1k1wwytp0f4u3Xa","https://ipz.qualtrics.com/Q/File.php?F=F_5ckYIAFfDxCAKGZ",2024-03-02 00:57:44,2024-03-17 16:33:09,1,1,1,1,1,"02","17",15,4.42857142857143,1.75,1,0,1,1,1,24,7,"1",0
"4046",269674086448343,"WA","Control","4",2,26,3,7,4,3,4,3,5,8,1,0,3,7,4,3,4,4,5,8,5,1,4,7,6,1,1,0,7,5,31,12,4,1,0,62,44,0,0,3,16,0,0,13,2,49,42,11,8,56,21,"https://ipz.qualtrics.com/Q/File.php?F=F_1k1wwytp0f4u3Xa","https://ipz.qualtrics.com/Q/File.php?F=F_5ckYIAFfDxCAKGZ",2024-03-02 00:57:44,2024-03-17 16:33:09,1,1,1,1,1,"02","17",15,4.42857142857143,1.75,1,0,1,1,1,24,7,"2",1
"4047",269674086450178,"IG","Treatment","6",1,32,5,5,3,1,4,3,8,8,1,0,4,5,4,1,4,4,8,8,1,0,4,7,8,2,4,0,14,9,44,13,5,1,0,58,41,0,0,95,76,31,26,70,67,79,83,33,30,89,75,"https://ipz.qualtrics.com/Q/File.php?F=F_2uQJK904zCphfej","https://ipz.qualtrics.com/Q/File.php?F=F_ywExrlhh282UkAp",2024-03-01 19:30:32,2024-03-15 19:23:32,1,1,1,1,1,"01","15",14,6.28571428571429,3.5,1,1,1,1,1,30,4,"1",1
"4048",269674086450178,"IG","Treatment","6",1,32,5,5,3,1,4,3,8,8,1,0,4,5,4,1,4,4,8,8,1,0,4,7,8,2,4,0,14,9,44,13,5,1,0,58,41,0,0,95,76,31,26,70,67,79,83,33,30,89,75,"https://ipz.qualtrics.com/Q/File.php?F=F_2uQJK904zCphfej","https://ipz.qualtrics.com/Q/File.php?F=F_ywExrlhh282UkAp",2024-03-01 19:30:32,2024-03-15 19:23:32,1,1,1,1,1,"01","15",14,6.28571428571429,3.5,1,1,1,1,1,30,4,"2",3
"4049",269674086450423,"IG","Control","1",2,33,4,5,4,1,5,4,3,8,2,0,4,5,3,4,3,5,8,2,2,1,4,8,7,3,2,1,7,10,35,9,5,1,1,66,68,42,36,28,45,38,39,19,50,69,74,35,27,16,56,"https://ipz.qualtrics.com/Q/File.php?F=F_2y4rG1DvlbsGGUL","https://ipz.qualtrics.com/Q/File.php?F=F_2cC8IfHHiWPXldh",2024-03-01 16:26:09,2024-03-15 18:19:02,1,0,1,0,1,"01","15",14,5,1.75,0,0,0,0,1,28,-1,"1",1
"4050",269674086450423,"IG","Control","1",2,33,4,5,4,1,5,4,3,8,2,0,4,5,3,4,3,5,8,2,2,1,4,8,7,3,2,1,7,10,35,9,5,1,1,66,68,42,36,28,45,38,39,19,50,69,74,35,27,16,56,"https://ipz.qualtrics.com/Q/File.php?F=F_2y4rG1DvlbsGGUL","https://ipz.qualtrics.com/Q/File.php?F=F_2cC8IfHHiWPXldh",2024-03-01 16:26:09,2024-03-15 18:19:02,1,0,1,0,1,"01","15",14,5,1.75,0,0,0,0,1,28,-1,"2",1
"4051",269674086451225,"WA","Treatment","2",2,45,3,5,3,4,2,5,3,8,4,1,4,6,2,3,4,5,8,5,4,1,4,6,6,1,2,1,28,12,48,13,0,2,0,39,74,6,79,62,68,0,76,47,68,13,84,5,68,25,77,"https://ipz.qualtrics.com/Q/File.php?F=F_1BY6Ecu8Brx8QIV","https://ipz.qualtrics.com/Q/File.php?F=F_1OJp9h06SfBs1JJ",2024-03-02 08:50:26,2024-03-15 22:40:39,0,0,0,0,0,"02","15",13,6.85714285714286,7,0,0,0,0,0,20,1,"1",1
"4052",269674086451225,"WA","Treatment","2",2,45,3,5,3,4,2,5,3,8,4,1,4,6,2,3,4,5,8,5,4,1,4,6,6,1,2,1,28,12,48,13,0,2,0,39,74,6,79,62,68,0,76,47,68,13,84,5,68,25,77,"https://ipz.qualtrics.com/Q/File.php?F=F_1BY6Ecu8Brx8QIV","https://ipz.qualtrics.com/Q/File.php?F=F_1OJp9h06SfBs1JJ",2024-03-02 08:50:26,2024-03-15 22:40:39,0,0,0,0,0,"02","15",13,6.85714285714286,7,0,0,0,0,0,20,1,"2",1
"4053",269674086452269,"IG","Treatment","1",1,28,3,7,4,3,2,2,5,5,5,1,4,7,3,4,5,5,5,8,5,1,4,9,8,4,1,1,13,4,34,5,5,1,0,83,81,0,1,80,76,1,80,2,19,84,99,75,100,0,0,"https://ipz.qualtrics.com/Q/File.php?F=F_3JznxFxC5WQd8Mr","https://ipz.qualtrics.com/Q/File.php?F=F_30w4u4SP8QpeAIO",2024-03-01 16:27:50,2024-03-15 17:35:23,1,1,1,1,1,"01","15",14,4.85714285714286,3.25,0,0,1,1,1,21,1,"1",0
"4054",269674086452269,"IG","Treatment","1",1,28,3,7,4,3,2,2,5,5,5,1,4,7,3,4,5,5,5,8,5,1,4,9,8,4,1,1,13,4,34,5,5,1,0,83,81,0,1,80,76,1,80,2,19,84,99,75,100,0,0,"https://ipz.qualtrics.com/Q/File.php?F=F_3JznxFxC5WQd8Mr","https://ipz.qualtrics.com/Q/File.php?F=F_30w4u4SP8QpeAIO",2024-03-01 16:27:50,2024-03-15 17:35:23,1,1,1,1,1,"01","15",14,4.85714285714286,3.25,0,0,1,1,1,21,1,"2",0
"4055",269674086453304,"IG","Control","3",1,51,3,5,3,4,4,4,8,8,2,0,3,5,2,2,3,3,8,8,2,0,3,7,6,3,1,2,21,9,37,14,4,1,0,56,50,60,50,50,50,50,50,50,50,50,50,50,50,1,0,"https://ipz.qualtrics.com/Q/File.php?F=F_2f1yBxjpCknH54Z","https://ipz.qualtrics.com/Q/File.php?F=F_2SfBEnLjw574mAc",2024-03-04 14:57:07,2024-03-20 16:44:32,1,0,1,0,1,"04","20",16,5.28571428571429,5.25,0,0,0,0,1,16,5,"1",1
"4056",269674086453304,"IG","Control","3",1,51,3,5,3,4,4,4,8,8,2,0,3,5,2,2,3,3,8,8,2,0,3,7,6,3,1,2,21,9,37,14,4,1,0,56,50,60,50,50,50,50,50,50,50,50,50,50,50,1,0,"https://ipz.qualtrics.com/Q/File.php?F=F_2f1yBxjpCknH54Z","https://ipz.qualtrics.com/Q/File.php?F=F_2SfBEnLjw574mAc",2024-03-04 14:57:07,2024-03-20 16:44:32,1,0,1,0,1,"04","20",16,5.28571428571429,5.25,0,0,0,0,1,16,5,"2",1
"4057",269674086458491,"WA","Control","6",2,47,2,7,1,2,4,4,5,5,3,1,5,8,1,1,4,4,5,5,2,1,5,8,8,2,6,1,11,4,37,9,3,1,0,18,20,0,0,90,95,10,3,35,68,95,95,51,22,20,25,"https://ipz.qualtrics.com/Q/File.php?F=F_2CTTm9QYsxSEjHC","https://ipz.qualtrics.com/Q/File.php?F=F_11gx3vp1P7sApet",2024-03-01 21:22:09,2024-03-15 19:54:24,1,1,1,1,1,"01","15",14,5.28571428571429,2.75,0,0,1,1,1,26,5,"1",0
"4058",269674086458491,"WA","Control","6",2,47,2,7,1,2,4,4,5,5,3,1,5,8,1,1,4,4,5,5,2,1,5,8,8,2,6,1,11,4,37,9,3,1,0,18,20,0,0,90,95,10,3,35,68,95,95,51,22,20,25,"https://ipz.qualtrics.com/Q/File.php?F=F_2CTTm9QYsxSEjHC","https://ipz.qualtrics.com/Q/File.php?F=F_11gx3vp1P7sApet",2024-03-01 21:22:09,2024-03-15 19:54:24,1,1,1,1,1,"01","15",14,5.28571428571429,2.75,0,0,1,1,1,26,5,"2",1
"4059",269674086461621,"IG","Treatment","4",2,27,4,8,6,6,5,5,6,5,1,1,5,7,5,6,6,5,5,5,2,1,5,6,5,1,4,1,21,11,39,12,3,1,0,64,69,0,1,65,48,51,2,56,45,71,100,45,66,54,57,"https://ipz.qualtrics.com/Q/File.php?F=F_aW6zwr0RrKziNUd","https://ipz.qualtrics.com/Q/File.php?F=F_1CxpRiaQeo44TGj",2024-03-01 13:56:46,2024-03-18 11:49:27,0,0,0,0,0,"01","18",17,5.57142857142857,5.25,1,0,0,0,0,18,1,"1",1
"4060",269674086461621,"IG","Treatment","4",2,27,4,8,6,6,5,5,6,5,1,1,5,7,5,6,6,5,5,5,2,1,5,6,5,1,4,1,21,11,39,12,3,1,0,64,69,0,1,65,48,51,2,56,45,71,100,45,66,54,57,"https://ipz.qualtrics.com/Q/File.php?F=F_aW6zwr0RrKziNUd","https://ipz.qualtrics.com/Q/File.php?F=F_1CxpRiaQeo44TGj",2024-03-01 13:56:46,2024-03-18 11:49:27,0,0,0,0,0,"01","18",17,5.57142857142857,5.25,1,0,0,0,0,18,1,"2",3
"4061",269674086461623,"WA","Control","7",1,34,2,2,2,5,3,2,2,1,3,0,2,4,1,2,3,2,8,3,3,1,3,5,6,3,3,2,9,7,32,6,0,0,0,0,11,0,0,56,41,10,10,20,10,87,72,21,12,0,24,"https://ipz.qualtrics.com/Q/File.php?F=F_a2HFrTLgVtFzDnX","https://ipz.qualtrics.com/Q/File.php?F=F_9QxtJvr0nY3M7qF",2024-03-02 08:49:15,2024-03-18 15:36:49,1,0,1,0,1,"02","18",16,4.57142857142857,2.25,0,0,0,0,1,23,-1,"1",0
"4062",269674086461623,"WA","Control","7",1,34,2,2,2,5,3,2,2,1,3,0,2,4,1,2,3,2,8,3,3,1,3,5,6,3,3,2,9,7,32,6,0,0,0,0,11,0,0,56,41,10,10,20,10,87,72,21,12,0,24,"https://ipz.qualtrics.com/Q/File.php?F=F_a2HFrTLgVtFzDnX","https://ipz.qualtrics.com/Q/File.php?F=F_9QxtJvr0nY3M7qF",2024-03-02 08:49:15,2024-03-18 15:36:49,1,0,1,0,1,"02","18",16,4.57142857142857,2.25,0,0,0,0,1,23,-1,"2",0
"4063",269674086461638,"IG","Control","1",2,30,2,6,3,6,5,5,6,6,5,1,5,7,4,4,4,5,5,8,5,0,5,6,6,2,0,1,21,7,32,11,0,1,0,100,74,0,0,51,56,0,51,53,53,68,63,51,48,0,50,"https://ipz.qualtrics.com/Q/File.php?F=F_3hgXGtG7Cwrixzy","https://ipz.qualtrics.com/Q/File.php?F=F_3NvUPtD3MjqHwEz",2024-03-02 06:35:27,2024-03-16 15:06:48,1,0,1,0,1,"02","16",14,4.57142857142857,5.25,0,0,0,0,1,11,4,"1",0
"4064",269674086461638,"IG","Control","1",2,30,2,6,3,6,5,5,6,6,5,1,5,7,4,4,4,5,5,8,5,0,5,6,6,2,0,1,21,7,32,11,0,1,0,100,74,0,0,51,56,0,51,53,53,68,63,51,48,0,50,"https://ipz.qualtrics.com/Q/File.php?F=F_3hgXGtG7Cwrixzy","https://ipz.qualtrics.com/Q/File.php?F=F_3NvUPtD3MjqHwEz",2024-03-02 06:35:27,2024-03-16 15:06:48,1,0,1,0,1,"02","16",14,4.57142857142857,5.25,0,0,0,0,1,11,4,"2",0
"4065",269674086462671,"WA","Control","6",1,26,4,3,2,1,4,3,8,3,1,0,3,3,2,1,3,3,3,2,3,0,3,7,7,1,0,0,15,9,31,13,2,1,0,19,9,0,0,51,0,3,0,50,0,83,59,50,0,53,23,"https://ipz.qualtrics.com/Q/File.php?F=F_sjK1h2UZNAfUc7L","https://ipz.qualtrics.com/Q/File.php?F=F_tSADugIzJSJBDlD",2024-03-03 21:37:28,2024-03-16 11:30:48,1,0,1,0,1,"03","16",13,4.42857142857143,3.75,1,0,0,0,1,16,4,"1",0
"4066",269674086462671,"WA","Control","6",1,26,4,3,2,1,4,3,8,3,1,0,3,3,2,1,3,3,3,2,3,0,3,7,7,1,0,0,15,9,31,13,2,1,0,19,9,0,0,51,0,3,0,50,0,83,59,50,0,53,23,"https://ipz.qualtrics.com/Q/File.php?F=F_sjK1h2UZNAfUc7L","https://ipz.qualtrics.com/Q/File.php?F=F_tSADugIzJSJBDlD",2024-03-03 21:37:28,2024-03-16 11:30:48,1,0,1,0,1,"03","16",13,4.42857142857143,3.75,1,0,0,0,1,16,4,"2",0
"4067",269674086462677,"IG","Treatment","4",1,53,2,5,2,1,3,3,3,3,1,1,3,5,3,1,4,4,8,8,5,1,3,5,6,5,1,0,17,5,30,13,2,1,0,6,0,86,79,3,3,4,2,4,4,24,23,18,5,2,2,"https://ipz.qualtrics.com/Q/File.php?F=F_ThofHj9fTrBfKW5","https://ipz.qualtrics.com/Q/File.php?F=F_BLnpqLmzSwL5SAF",2024-03-01 14:08:47,2024-03-15 16:15:41,0,0,0,0,0,"01","15",14,4.28571428571429,4.25,1,0,0,0,0,13,8,"1",0
"4068",269674086462677,"IG","Treatment","4",1,53,2,5,2,1,3,3,3,3,1,1,3,5,3,1,4,4,8,8,5,1,3,5,6,5,1,0,17,5,30,13,2,1,0,6,0,86,79,3,3,4,2,4,4,24,23,18,5,2,2,"https://ipz.qualtrics.com/Q/File.php?F=F_ThofHj9fTrBfKW5","https://ipz.qualtrics.com/Q/File.php?F=F_BLnpqLmzSwL5SAF",2024-03-01 14:08:47,2024-03-15 16:15:41,0,0,0,0,0,"01","15",14,4.28571428571429,4.25,1,0,0,0,0,13,8,"2",1
"4069",269674086462680,"IG","Control","8",2,31,1,3,1,1,4,4,6,3,1,1,1,1,1,1,3,3,1,5,1,0,1,10,10,3,0,0,15,2,36,7,4,0,0,0,0,73,66,84,100,12,20,99,100,56,43,14,35,0,0,"https://ipz.qualtrics.com/Q/File.php?F=F_Atlcbd7CVdpfkmB","https://ipz.qualtrics.com/Q/File.php?F=F_3jfczcYJW6Y6SRw",2024-03-03 08:27:17,2024-03-16 11:46:37,1,0,1,0,1,"03","16",13,5.14285714285714,3.75,1,1,0,0,1,21,5,"1",0
"4070",269674086462680,"IG","Control","8",2,31,1,3,1,1,4,4,6,3,1,1,1,1,1,1,3,3,1,5,1,0,1,10,10,3,0,0,15,2,36,7,4,0,0,0,0,73,66,84,100,12,20,99,100,56,43,14,35,0,0,"https://ipz.qualtrics.com/Q/File.php?F=F_Atlcbd7CVdpfkmB","https://ipz.qualtrics.com/Q/File.php?F=F_3jfczcYJW6Y6SRw",2024-03-03 08:27:17,2024-03-16 11:46:37,1,0,1,0,1,"03","16",13,5.14285714285714,3.75,1,1,0,0,1,21,5,"2",3
